# npoints=256 nbar=20000 length= 200.0Mpc verr=1000.0km/s nonlin= 250.0km/s
#dipole v_rms = 125.498322
#    i        r    theta      phi      v_x      v_y      v_z      S_r
   772   113.06    31.22  -164.05  -170.22  -155.96   -87.09   -85.38
   773   100.49    18.12  -166.76  -189.38  -108.28  -349.76  -478.85
   774    99.30    16.92  -168.14   -99.29  -168.43  -312.93  -685.27
   775   100.21    19.11  -169.06  -303.86  -279.08  -287.67  1497.22
   776   102.54   -23.82  -172.34  -206.37  -343.18  -119.11   754.68
   777   108.50    30.27  -172.82  -407.14    29.62   143.19  -699.70
   778   133.98   -45.83  -174.72   -41.13  -131.92   159.49   314.54
   779   100.44    21.92  -176.15  -309.08   245.97  -201.98 -1432.20
   780   134.89   -46.38  -177.59  -130.82    84.94    16.17   845.40
   781   104.54    27.12  -177.59  -444.08    39.97  -126.54 -1201.04
   782   104.88   -27.51  -178.07     8.15  -172.34  -289.45   927.19
   783   118.48    38.30   179.52   -20.15   -33.85     7.71  -745.74
   784    97.24   -16.81   177.11    83.41     6.60   324.86 -1552.94
   785    95.97    13.18   174.24  -150.82   272.98     3.49     0.93
   786    93.86    -3.34   172.82   -26.21    99.18    31.46 -2038.26
   787   123.51    40.65   172.82    52.66   -76.57    -1.19  -335.58
   788   101.71    22.58   171.87  -296.62    65.96  -296.96  -359.44
   789   128.19   -42.57   169.99  -262.73    23.62   159.11 -1288.10
   790   134.46   -45.14   168.60   -11.79   -78.14    -3.43   438.19
   791    95.39    -5.17   168.14    78.31   208.78   206.92 -1112.98
   792   124.62   -40.22   167.68  -142.85     7.17    67.45   211.87
   793   109.07    28.68   166.30     0.39    45.63  -438.73    57.21
   794   124.14   -39.00   164.50  -308.15   -64.41    -7.76  -106.91
   795   104.78   -22.35   163.61   -55.94    91.58    87.74  -641.91
   796   133.39    42.34   160.56    -3.73   168.61  -170.06  -870.43
   797   129.59   -39.72   158.87  -124.92    22.33   -85.62   993.49
   798   129.27   -38.94   157.62   -79.08   115.03    -2.19   220.06
   799   101.47     0.88   156.40  -160.39   -93.87   125.29   421.03
   800   113.88   -24.74   154.02   -19.59    51.16    42.80   422.85
   801   132.92   -37.68   152.10  -177.31  -224.18    64.97 -1263.36
   802   146.80   -42.94   149.89  -169.24    -4.61   -93.14  1507.16
   803   131.26   -34.43   149.18  -194.79   -81.37     5.75  1505.21
   804   121.66   -26.30   148.47  -427.82   178.44   209.65  -508.61
   805   126.10    30.12   148.47  -160.14   -99.72  -168.66  -776.88
   806   114.47   -13.82   146.76   -38.61   112.89   148.52  1347.44
   807   134.45    33.91   146.42   -55.87   -22.59   -51.06 -1705.08
   808   112.47     0.80   145.76  -420.43    48.24   545.14  1267.66
   809   126.53   -22.89   142.90  -299.89   117.05   -64.09   463.80
   810   140.66    31.10   140.53    63.82   -29.87   -25.52   474.04
   811   129.34    20.14   139.96  -534.83   -37.01  -443.86  1880.07
   812   147.39   -33.82   139.40  -401.46   324.95   -35.19   851.32
   813   122.49     1.46   139.40  -432.04    83.49   218.30  -474.82
   814   140.24    26.46   137.77  -342.93    56.18  -409.14   222.15
   815   131.12    -9.60   135.98  -277.75   382.67  -230.65   275.22
   816   147.76   -28.07   135.49  -201.39   463.67   -37.41  1246.66
   817   147.88   -27.70   135.24  -169.50   497.60    83.03  2297.43
   818   133.75    11.80   135.24  -270.76  -202.67    23.28   391.47
   819   143.36   -18.43  -132.67  -144.10   292.79   239.32  1535.07
   820   145.90    23.01  -133.35  -416.11    13.63  -329.66   257.30
   821   138.77    16.35  -133.81  -148.74  -269.27  -451.79   192.26
   822   132.46   -10.19  -135.00  -384.59    86.63  -179.27   828.49
   823   134.74   -20.71  -137.01  -185.87   134.51   279.90   -92.98
   824   128.80    11.90  -137.01  -355.91   -34.99  -145.16  1622.47
   825   119.42    -5.63  -140.87  -427.79   -11.14  -327.10   331.21
   826   118.79     7.18  -141.46  -172.51  -198.00   130.67   653.54
   827   127.97   -24.53  -142.36    71.06     3.85   149.30  -710.70
   828   123.05    18.89  -142.36   -59.70    57.25   -30.87   741.51
   829   115.73    -3.87  -142.98  -365.01  -115.18  -221.73 -1235.53
   830   116.95    19.11  -146.53  -191.84   -12.51   205.71   -63.65
   831   109.99     4.48  -147.22  -262.14   101.89   -20.55  -205.38
   832   109.78    -5.72  -147.56  -181.39  -239.19  -455.70  1123.91
   833   110.16     8.98  -147.91  -390.01  -199.16   -95.10  -772.25
   834   116.99    21.55  -147.91  -175.88  -132.71  -105.72   679.26
   835   131.69   -36.39  -150.41  -393.05     6.05   135.85  -254.36
   836   104.43     4.29  -152.28  -278.59   -11.99  -123.82  -139.12
   837   103.26    -3.47  -153.43  -218.21     5.50  -138.47   323.48
   838   139.33    42.29  -153.43  -347.87    91.26   175.17  -813.05
   839   120.24    31.32  -153.82    97.93   118.16    22.82  -136.18
   840   110.42    22.46  -154.61  -169.05  -126.13  -109.39   136.04
   841   111.03    23.65  -155.01    17.22  -173.62    -5.01   -70.88
   842   137.32   -42.61  -155.81  -442.50    58.00   344.93  -376.24
   843   116.45   -31.55  -158.28  -193.81    31.32   170.26   675.65
   844   116.86    31.88  -158.28    25.79   -41.57  -131.53   -17.35
   845   101.06   -13.87  -159.98  -374.35  -197.03  -118.94  -564.88
   846   100.62    13.47  -160.41  -353.59    43.58    43.84  -256.18
   847   137.51   -44.79  -160.84  -376.77  -126.04   429.12  -108.73
   848   117.40   -33.99  -161.27  -306.74  -120.15   137.19  1736.81
   849   106.71   -25.13  -162.59  -581.06  -312.16  -190.00 -2011.08
   850   131.23    42.74  -163.03  -257.17  -421.39   165.86  -638.36
   851    98.61    12.82  -163.48  -182.68    59.45    54.54  1445.39
   852   101.60    18.84  -163.48   -69.36   -35.06  -251.43  -233.33
   853   130.38    42.62  -163.93  -240.17  -287.12   168.52   845.16
   854    97.99   -14.78  -166.65  -146.05  -331.19  -108.11  -616.49
   855    97.07   -12.55  -166.65   -36.20   -80.70   -85.32  1208.09
   856   103.09    23.21  -166.65  -422.71   -86.80  -134.83   160.17
   857    98.34    18.05  -170.38  -133.28  -125.27  -432.21  -381.38
   858    96.31   -16.49  -176.61   -81.66  -225.48   114.26 -2031.16
   859    92.89     6.76  -178.06    -6.70   359.13   -20.10   692.23
   860    96.21    16.51  -178.06  -127.84   309.64  -133.46  1739.90
   861   121.37   -40.55  -178.54  -356.79  -436.02   -46.87  -457.41
   862    92.48    -4.36  -178.54  -432.76   -72.94   114.82   -24.43
   863    92.84    -6.77  -179.51  -495.60   -63.68   -32.17  1081.73
   864    92.75     6.29   180.00  -118.56   327.71    18.96  1380.28
   865   100.58    23.34   176.61  -293.78   169.28  -114.77 -3016.33
   866    93.10    -6.75   175.64  -310.31   120.47    75.07   119.87
   867   135.05    46.79   175.64    23.30  -388.85   -28.18  1426.57
   868   129.88   -44.25   172.28  -221.23   -85.06    65.59  1122.33
   869   134.17   -45.74   169.91   -80.17    47.39   -29.66   972.62
   870   120.19   -38.61   168.97  -235.00   -87.10    10.09   479.12
   871    97.75   -15.77   168.50    78.79   -94.10   260.50 -1731.05
   872    95.14     5.18   166.65    46.06    12.06   140.09 -2301.62
   873   130.00    41.84   162.15    98.91   226.08  -154.55   265.25
   874   118.26    34.16   160.41  -314.62   268.95   148.00 -1472.89
   875   114.35   -30.37   159.13  -191.09    58.20  -229.73 -1607.75
   876   100.99   -10.70   158.28    27.25    37.05   530.39  -834.60
   877   113.56   -28.79   157.86  -215.08   132.19  -130.82   196.55
   878   102.07    12.82   157.86  -477.39  -143.91    19.99   803.02
   879   108.07   -22.53   157.45  -148.08    20.62   111.13   602.33
   880   112.75   -26.32   155.81  -117.97   -44.80    -2.57  -182.75
   881   136.23   -41.70   155.01   -60.71     7.92   118.32 -1249.62
   882   133.91   -40.36   154.61  -163.84   -11.99    51.89   -62.15
   883   142.27    43.78   153.82  -212.86    85.33   105.65   760.09
   884   124.92   -33.82   152.66   -47.00   -63.84  -149.62  -928.53
   885   108.92    13.27   150.41  -452.57   452.21   138.31  1364.43
   886   144.04   -41.43   148.61   -46.05   -83.75    21.79  -547.39
   887   109.31     7.39   148.26  -350.59   558.90    49.34   499.09
   888   110.83     9.74   147.56  -368.78   559.94   -18.75  1141.80
   889   140.81    38.01   146.20   159.80   -96.34  -141.70 -1789.63
   890   111.40    -1.21   145.86  -348.22    67.24   231.68   414.64
   891   117.61    15.80   144.55  -545.11    70.83  -241.07  1027.22
   892   131.60    30.31   144.23   -46.29    41.93  -128.52   988.29
   893   122.93   -20.07   142.98  -117.23    48.90   268.09 -1242.32
   894   127.52    19.32   140.00  -551.18   163.98  -331.20  1560.63
   895   143.10   -28.71   137.27  -205.42   405.14   136.42  -247.74
   896   155.23   -35.72   137.01  -240.88   483.62   -82.67  1165.36
   897   151.23   -33.56   137.01  -395.70   615.34   -50.27   900.88
   898   129.32    11.85   136.75  -267.48   -87.58    -5.15  1440.01
   899   127.98     4.20   136.24  -665.08    95.60   203.55   -81.65
   900   158.35   -35.95   135.99  -271.58   262.25   -24.16   197.45
   901   138.96   -22.13   135.74   -71.82   148.61    32.69  1667.18
   902   135.51    17.45   135.49  -499.54  -100.51  -458.66    98.37
   903   135.11    -6.31   133.35  -606.57   176.53  -237.12  -253.58
   904   139.34    19.32  -134.04  -167.45   -53.28  -102.69   311.73
   905   131.95     8.86  -134.51  -575.41  -123.84   -98.90  -110.03
   906   133.96    15.21  -135.00  -295.89  -192.96  -302.80  1568.96
   907   152.17   -32.62  -135.49  -317.02  -126.03   173.83   -65.86
   908   155.82   -37.35  -137.56  -384.41  -194.08   234.44   -69.84
   909   146.86   -32.50  -137.56  -297.36   -44.01     2.75 -1272.94
   910   133.00    21.36  -137.56  -323.87  -290.71  -277.61  -210.10
   911   123.76    -4.71  -137.82  -431.63  -155.66  -264.14   668.81
   912   122.95    -9.51  -138.92  -243.78  -129.84  -537.66  2837.65
   913   135.73   -28.54  -140.05  -135.56   119.43     8.73  -804.54
   914   120.06    -6.73  -140.05  -410.53   -75.66  -374.42   492.25
   915   121.37    10.76  -140.05  -261.61  -254.76   -99.63    -0.17
   916   128.07    22.60  -140.63  -180.54   -68.30  -228.92 -1089.54
   917   117.29     1.53  -141.22  -514.15  -137.62  -152.00  1024.35
   918   147.91   -38.17  -141.82  -260.83   -65.56   268.80  -891.12
   919   116.95    -6.14  -141.82  -457.33   -49.75  -431.96  1253.53
   920   122.80   -20.09  -142.43   -95.25    -2.33   245.81  -856.35
   921   123.78    23.04  -143.37    21.05   136.13  -350.85   196.30
   922   150.71    41.17  -143.68  -311.87   214.38   257.68    58.14
   923   113.60    -7.91  -144.32  -380.47    50.04  -748.60  -322.13
   924   123.04    24.38  -144.65   180.73    44.75  -292.37   143.02
   925   123.96   -25.78  -144.98  -164.75   -98.29   -15.05  1120.87
   926   115.07   -16.57  -145.97   -65.79    29.08   201.69   -10.32
   927   107.95     7.90  -148.75  -364.54  -227.32  -105.63  -613.91
   928   106.89    10.95  -150.57  -372.08    10.55   -29.42  -760.56
   929   121.58    31.36  -151.70   187.70   -33.91   204.56 -1584.27
   930   103.23     3.04  -152.46  -209.53    30.81  -117.17  1849.71
   931   116.01    27.69  -152.85    64.79   143.44  -204.50  -127.41
   932   101.35    -6.64  -155.22  -138.89   -60.45  -290.81  1394.73
   933   105.73    22.14  -158.96  -220.16  -184.63  -213.39  1300.03
   934    97.31    -6.92  -161.13   -28.31  -276.13  -211.53 -1185.03
   935   120.67   -37.02  -161.57  -374.11   -88.04  -113.51  -812.61
   936    96.13    -4.19  -162.45   -15.84  -131.68    43.89    78.23
   937   105.38   -26.89  -166.54  -358.85  -278.67  -286.05   893.46
   938    95.69    13.21  -168.88     5.95   -80.10  -238.36 -1110.79
   939    98.90   -20.34  -170.30  -145.60  -384.35   -17.53  -604.85
   940   101.18   -24.64  -173.66   -29.43  -256.02   -90.08 -2333.92
   941   107.81    31.45  -173.66  -337.21   -96.32   -23.10  2097.51
   942   108.08    31.85  -174.63  -316.13    10.02    -3.51   372.08
   943   100.42    24.35  -177.55  -261.53   287.00  -371.72  -581.04
   944   133.23   -46.65  -178.04    26.96    61.38   113.90  1532.47
   945   117.26   -38.77  -179.02  -132.68  -221.15    64.95   471.97
   946    99.72   -23.55  -179.51    12.39  -157.20  -110.84   203.68
   947   103.45    27.92  -179.51  -262.38   266.40  -115.32   928.45
   948   107.74    31.96  -179.51    47.66   188.94    18.12 -1237.96
   949   122.84   -41.90   178.53  -339.80  -335.56    83.06 -2453.37
   950   109.45   -33.34   178.53   126.98  -135.36    45.71   -37.05
   951    92.34    -2.42   172.21   -93.36   175.98    86.91  2274.59
   952   121.22   -39.17   166.54  -412.76    83.64     8.39  -383.07
   953   104.85   -26.08   166.08    11.63  -378.32  -191.14   898.21
   954   122.86    39.96   166.08   -72.37   169.94   -73.55   358.38
   955   102.51   -21.46   163.35    39.52   -59.03   113.78   188.70
   956   100.16   -17.71   163.35    96.06   -73.07   309.11    39.17
   957   135.35    44.76   162.01  -137.96   221.98  -100.20  -567.01
   958    99.95    15.41   161.57  -398.64   -80.87    21.99   494.81
   959   111.84   -29.73   160.25  -171.84  -135.30    -0.99  1257.72
   960    97.92     7.33   160.25  -165.05   -65.22    92.81  2016.46
   961   138.58   -44.35   157.28  -178.01   -50.75    45.47  1395.52
   962   101.83    13.31   157.28  -494.55  -148.48    98.06 -2049.10
   963   104.12   -16.12   156.04   108.12   -11.60   309.36   673.63
   964   120.76    33.80   155.63  -298.43    39.40   119.86  -882.39
   965   141.21   -42.45   151.32   -92.66  -100.40   132.43  -104.17
   966   106.99   -12.23   150.95    -4.99   176.88   378.46   453.65
   967   124.20    30.21   148.39   -46.78   -16.13  -160.04  2797.63
   968   144.99   -41.51   147.34   -46.81    90.30   -93.92   -71.11
   969   115.49   -16.51   145.64    -6.17    47.70   164.70   214.30
   970   128.70   -30.25   145.30    24.37   122.70  -194.53    93.23
   971   133.67    33.73   145.30   -24.19    56.24  -162.58    44.84
   972   112.08    -5.20   144.98  -249.95   130.83   395.09   167.04
   973   141.01    36.75   144.00    80.38   174.43    13.81  -138.03
   974   138.51    29.76   139.48  -122.48    39.07  -243.26  -662.11
   975   127.89   -17.78   138.64   -98.20   388.41   305.67  -962.60
   976   127.62    -9.16   136.51  -336.74   256.80  -210.44  -105.28
   977   157.45    36.19   136.00  -285.99    63.89   179.17   362.09
   978   131.31    -6.83   134.51  -525.69   209.17  -130.55   628.32
   979   150.11   -27.93   133.57  -214.28   655.17   -52.66 -2347.49
   980   137.29    11.82  -132.41  -353.68  -237.27   -87.91  -988.72
   981   135.68   -16.04  -134.03  -105.58   157.97   364.21  -193.05
   982   137.24   -19.62  -134.51  -102.55   238.26   199.00   579.05
   983   132.47    21.45  -137.31  -214.11  -252.05  -271.47  1614.08
   984   120.17     0.74  -138.95  -470.73  -207.77   122.89  2547.49
   985   149.16   -36.66  -139.24  -317.82    16.58   211.21  -567.43
   986   138.00   -29.88  -139.24  -113.69    59.89   139.25  -739.89
   987   141.20   -32.84  -139.81  -164.77    77.74  -127.56  -481.07
   988   119.38    -6.39  -139.81  -395.15   -98.97  -293.66 -1493.00
   989   118.97     6.79  -140.10  -224.69  -230.86   141.32  -621.50
   990   139.93   -32.79  -140.39   -66.95   -46.58   -41.42  -107.03
   991   120.77    13.09  -140.39  -284.33  -257.24  -192.42   473.89
   992   123.01    18.51  -140.98   -17.00  -107.21  -168.29   -99.91
   993   120.91    16.13  -141.28   -48.46  -256.48  -157.22  1081.76
   994   125.26   -23.14  -141.89    33.28  -121.37    67.00   500.96
   995   119.55    15.54  -141.89  -107.82  -337.21   -45.53   746.26
   996   117.83    14.20  -142.50  -153.52  -261.85  -132.28  1486.45
   997   118.17    17.31  -143.45    20.24  -122.69    45.29   848.21
   998   141.93   -37.66  -143.77  -403.62    37.31   128.94   446.00
   999   116.01   -14.43  -143.77  -169.43   -10.81    74.21   402.61
  1000   136.54    35.30  -144.42  -307.14   108.64    98.25 -1643.53
  1001   125.87   -28.15  -144.74  -305.23    -8.66   158.63  -495.43
  1002   112.64   -13.23  -145.74  -343.51  -142.28  -207.21  2087.36
  1003   140.09    39.06  -146.42  -321.36    24.11   -22.96  1605.21
  1004   117.74    27.68  -150.36   141.38  -122.77   -47.83   228.05
  1005   102.80     1.74  -151.88  -143.99   -60.89  -167.52  -145.16
  1006   102.22   -10.12  -154.23   -83.57  -252.10  -323.69   -73.77
  1007    99.44     5.41  -156.27  -194.84    84.88   -94.44  -862.84
  1008   105.00   -20.92  -157.52  -154.65  -247.64  -280.24  -475.51
  1009   100.37   -13.05  -157.94  -162.15  -369.29   -42.69  1385.61
  1010   119.97    35.88  -158.80    64.80  -250.99   132.01   316.87
  1011    98.33   -12.85  -160.97  -270.29  -214.41   -87.21  2234.90
  1012   135.18    44.84  -160.97  -289.98  -257.71   153.57  -416.61
  1013   122.79   -39.04  -161.86  -276.91   -66.40   -81.13  -196.73
  1014    95.38    -4.23  -162.31    64.13  -128.10     0.11  -793.24
  1015   101.53   -21.20  -163.21  -400.96   -89.79   -17.64 -1469.20
  1016    96.50   -11.20  -163.21  -139.29  -283.71   -70.52   386.03
  1017   117.87    37.10  -164.58  -333.61   -71.07   135.69  -496.13
  1018   136.54   -46.61  -165.04  -522.47  -173.52   269.37 -1361.78
  1019   113.87   -34.71  -165.50  -107.85    27.71    74.99  1012.09
  1020   126.93    42.61  -165.96  -188.46  -170.43   215.92   120.56
  1021    93.61     7.19  -167.37  -139.39   -22.52  -235.59   550.93
  1022    94.05     9.08  -167.37   -31.94   -16.30   -74.83  -868.97
  1023    99.71    21.61  -167.84  -187.92  -176.78  -477.33  -707.37
  1024   136.25   -47.22  -168.31  -423.14  -316.11   340.08  -156.80
  1025   132.29   -45.61  -168.31  -274.28  -287.59   271.20  -395.22
  1026   104.45    27.63  -168.31  -335.47   -28.39   131.16  1306.64
  1027   131.41   -46.00  -173.12  -144.89  -113.64   272.95   473.01
  1028   129.67    45.31  -173.61  -262.14   168.05   -33.23 -1272.79
  1029    94.06    15.41  -178.03   -33.75   118.85   -84.86   570.58
  1030   130.45   -45.94   177.53  -221.61  -306.11   112.16   667.90
  1031   114.92    37.72   175.56   159.65   -54.82  -198.47  -402.08
  1032    95.35   -17.16   174.09   181.09    40.11   306.30  1504.15
  1033    96.15   -18.48   173.61   185.44    27.97   335.62  -175.67
  1034   101.31   -25.58   172.63    15.21    -6.36  -165.35   723.12
  1035   106.58    30.87   172.15    40.59   -39.89  -162.73   524.15
  1036    92.79     2.41   167.84    33.36   193.30   209.38   130.14
  1037    96.70   -14.98   165.96   147.40    20.14   345.58   149.73
  1038   111.69    33.06   165.50   -21.56   -63.79  -107.63  1235.25
  1039   132.62    44.98   165.04    -4.08   -67.60   -84.42  -399.70
  1040   117.40   -36.79   164.58  -351.63   -13.92  -167.44  1394.69
  1041   115.45   -35.11   163.66  -299.21    68.46  -186.26   766.03
  1042   130.85   -42.89   160.97   -65.18   158.47   174.11   314.88
  1043   136.98   -44.09   157.10   -39.38   -54.82   174.13  -961.13
  1044   102.40   -15.49   156.68    75.53    36.32   201.94   722.69
  1045   112.55    27.72   155.44  -343.54   142.73  -331.65   548.23
  1046   138.97    44.19   155.44  -221.17  -119.80     6.83  -824.10
  1047   114.67   -27.16   152.65  -150.86     0.41  -112.16  -899.97
  1048   125.57    34.48   151.11  -145.81   -71.70    27.30  -753.35
  1049   106.20     8.46   149.62  -413.30   298.00   -12.15  -461.46
  1050   109.40    -9.45   147.12  -105.83  -220.14    79.51  -130.90
  1051   110.81    -9.74   146.08  -107.27  -114.02   -21.41  -282.90
  1052   135.44    35.63   145.41   -17.14    79.17   126.00  -692.75
  1053   117.92   -19.75   144.74  -198.21    32.09   310.06  1801.02
  1054   124.95    25.95   143.77  -235.97    33.73  -281.65  3628.13
  1055   121.36    17.61   141.58  -478.84   108.72  -501.54  1349.17
  1056   119.29     6.01   139.81  -667.41    68.36   292.79  -287.80
  1057   159.35    37.44   135.75  -263.18    36.31   133.93  1947.96
  1058   135.51   -17.45   134.51  -197.79   399.03   254.06   824.71
  1059   139.76    22.34   134.51  -246.18   -93.93  -413.78  -494.28
  1060   154.84   -33.02   134.27  -234.86   251.04   -99.91   481.14
  1061   162.91   -36.83   134.03  -195.38   124.07   342.73   892.01
  1062   131.52     0.34   133.56  -576.43   -40.48   225.11  -879.77
  1063   143.29    22.77  -132.84  -289.30    -2.41  -375.49   369.11
  1064   162.47    36.95  -133.78  -468.29    23.37   217.43   268.58
  1065   128.57     4.53  -134.51  -475.66   -84.63   111.42   418.10
  1066   125.42     0.71  -135.76  -366.51  -147.60   134.10  1453.97
  1067   124.34     7.58  -136.80  -331.06  -259.58   203.23   958.23
  1068   148.50    34.99  -137.60  -281.63  -179.15    39.15 -2172.19
  1069   126.78   -18.69  -138.43   -81.68    18.51   130.19  -796.46
  1070   129.20    21.64  -138.43  -177.68  -236.84  -122.27   853.07
  1071   116.36    -4.24  -140.74  -431.71    51.72  -228.99   888.15
  1072   114.15    -1.96  -141.95  -409.07   -37.03  -120.15  -199.24
  1073   116.63    11.99  -141.95  -100.20  -281.80  -160.72 -1156.95
  1074   134.88   -32.99  -142.58  -202.20    20.65   156.85 -1578.45
  1075   112.60    -7.17  -143.53  -335.07   109.48  -605.65   286.14
  1076   112.51    10.00  -144.18  -201.21  -242.83  -123.93  2139.80
  1077   110.74    -4.86  -144.51  -187.66    45.06  -391.31 -1140.98
  1078   112.09    12.48  -145.18  -191.95   -50.42   -30.59  1017.70
  1079   113.12    18.52  -146.89  -217.16   -86.34   110.94  2121.39
  1080   132.43    37.42  -148.67  -332.31   201.99  -117.12   805.68
  1081   111.92    21.71  -149.77   -57.23    17.71  -111.69 -1088.27
  1082   116.46    28.01  -150.90   192.40   -54.26   -28.73  1131.26
  1083   102.01     6.60  -152.45  -232.00    79.77  -108.28 -1707.94
  1084   101.13     5.76  -153.24  -169.16   180.05  -210.63 -1541.29
  1085    99.94     0.90  -154.04  -314.34    16.55   -91.40   -41.07
  1086   101.17    12.94  -155.67  -335.38  -157.01     6.32   728.57
  1087   127.04    39.76  -156.92  -309.45    98.88   209.56    13.52
  1088    98.15     9.62  -158.20  -163.11   -63.00  -272.16  -175.76
  1089    98.67   -14.21  -159.94  -195.67  -169.67  -174.27  -842.97
  1090    98.60    14.69  -160.38  -281.97   141.01    48.06  2108.88
  1091   105.14    25.53  -161.27  -398.76  -155.16  -141.39  -761.88
  1092   109.29    30.03  -161.71  -318.54  -224.75    47.10 -1118.24
  1093   116.50    35.69  -161.71  -138.08   -83.59   -36.60   122.94
  1094   107.15    29.72  -164.91  -201.73   -71.25   194.73  -868.54
  1095   135.06   -46.79  -166.32  -301.43  -197.33   322.92    58.16
  1096   126.77    43.16  -166.32  -187.95  -122.34   306.69   378.25
  1097   127.17   -43.47  -166.79  -311.34  -438.19   385.50  -736.20
  1098   103.92    27.78  -167.74  -274.45  -125.65   118.54  -138.88
  1099   123.22    41.74  -167.74  -108.63     7.68    75.71  -122.86
  1100   117.68   -39.10  -169.65  -116.12  -343.23   -20.73  1124.56
  1101   102.66   -27.17  -169.65  -199.41  -145.22  -351.95   310.00
  1102   101.61   -25.99  -169.65  -197.41  -213.27  -148.50   -97.69
  1103   106.52   -31.38  -171.10  -119.36  -320.87  -147.25  -404.63
  1104    92.03     9.28  -171.59    88.17  -167.59   -21.29   773.30
  1105   128.78   -45.22  -172.08   -97.80  -292.82   356.18  1158.54
  1106    95.17   -18.18  -173.55   -93.13  -306.57    34.35   227.25
  1107   127.40    44.84  -174.04  -237.06   162.99   -58.18 -1156.42
  1108    91.33     9.35  -175.53    78.43   114.10   -69.07   120.09
  1109   103.64    29.84  -178.01   -92.94   145.26   -56.76  -943.38
  1110   103.64    29.84   178.01    63.84   301.42  -228.27  -381.98
  1111   117.41   -39.70   174.04  -163.04   -38.45   111.35   598.02
  1112    90.54    -2.97   173.55    -3.81    97.80   120.75  1126.77
  1113   123.35   -42.66   172.08  -251.73   -38.91   223.46  1100.58
  1114   125.66   -43.64   171.10  -151.35   -71.42   266.61   369.77
  1115    95.65   -15.64   167.26   154.64   -61.91   342.08   706.43
  1116   105.87   -29.15   166.32   -10.32  -337.78   -68.67  -947.09
  1117   100.94   -20.38   161.71    71.53    14.64   262.68  -569.35
  1118   116.50    35.69   161.71  -193.58    -4.82    92.28   392.18
  1119   107.10    27.36   160.82  -261.44   261.64  -579.68 -1546.56
  1120   109.72    29.90   160.82  -170.94   113.63  -221.39   353.04
  1121   103.02   -21.81   159.94   -48.64  -103.12    84.43  -514.03
  1122    97.43     2.30   157.34  -116.98  -184.68   -42.60 -1147.99
  1123   116.06    31.22   154.85  -137.60    63.97  -169.16  -895.68
  1124   104.76    14.69   152.45  -633.06   -53.56    73.29  -397.44
  1125   113.66    26.10   151.67  -368.63   145.38  -329.62  -529.54
  1126   122.63    33.66   151.67   -85.83    -4.27  -128.13 -1251.97
  1127   105.63    13.25   150.90  -508.15   136.02    33.58   302.87
  1128   116.78   -27.49   150.15  -255.14  -130.21   -29.99   833.29
  1129   112.05    19.55   148.31  -404.58   142.82  -172.57  1566.06
  1130   118.02   -24.65   146.89  -381.05   287.76   192.15   902.90
  1131   116.44    22.90   146.89  -380.50    95.94  -234.72  1590.44
  1132   127.30    28.20   143.21  -241.41    68.67  -360.37   291.95
  1133   119.11   -14.05   141.04  -266.77    85.39   -16.94  -225.41
  1134   145.88    34.59   138.43   104.63  -119.07   -16.23   639.09
  1135   148.49    34.63   137.33    37.08   -52.92    28.21   141.57
  1136   127.83   -12.35   136.01  -354.56   420.96  -154.43  -304.08
  1137   128.22    -7.70   135.00  -404.73   304.82  -154.65    53.45
  1138   145.22    28.96   135.00  -210.02  -222.12    77.31  -137.24
  1139   153.54    32.64   134.02  -162.21   304.99    73.22  -183.08
  1140   161.99    35.70   133.07  -105.15   250.25   111.37  1327.75
  1141   134.77   -11.37   132.84  -199.81   289.57  -101.16   869.12
  1142   132.72    -1.01   132.61  -634.03    17.87   149.33  1290.93
  1143   133.72     4.69   132.39  -768.40   -91.88   114.32   862.67
  1144   143.24   -21.43  -131.91    50.32   269.54    80.63  1386.79
  1145   149.30    26.74  -131.91  -360.81   260.95  -110.48   167.23
  1146   136.80   -18.31  -133.29   111.77   208.75   261.18   528.24
  1147   163.44    37.38  -133.29  -387.58     9.02   210.26  1172.83
  1148   129.78     9.00  -134.01  -508.87   -43.65   -87.64  -116.68
  1149   129.35   -10.79  -134.50  -164.92    74.58  -442.12   233.27
  1150   136.19    22.96  -135.25  -136.85  -216.78  -170.84 -1503.86
  1151   148.93   -33.42  -135.76  -330.62  -207.85   169.29  2098.37
  1152   121.15    -1.85  -137.35  -454.81  -223.92   -63.70  -396.70
  1153   147.15    34.99  -137.63  -280.42  -160.88     8.92  -494.31
  1154   140.71   -31.46  -137.90  -123.52    29.66   140.64  -376.44
  1155   121.64   -14.13  -139.03  -340.71   -56.71    -2.93  -317.00
  1156   153.48   -40.66  -139.90  -212.06  -183.61   249.06 -1708.25
  1157   136.82   -32.08  -140.19    32.93    47.49   247.64 -1138.77
  1158   148.44   -39.56  -141.10  -318.48   -41.94   371.48  -441.00
  1159   123.38   -23.12  -141.71    43.42    -9.66   131.67   917.58
  1160   131.46   -31.93  -142.97  -259.29    -0.81   168.93  -127.02
  1161   116.89    19.52  -143.94  -133.65   -55.97   128.38  1742.54
  1162   140.42    39.78  -145.62  -315.81   132.09   158.37  -135.49
  1163   117.10   -24.43  -146.66   -15.51     9.86    46.23  -948.15
  1164   104.09     8.63  -149.93  -322.37    51.96  -186.10  2286.70
  1165   117.97    31.10  -151.85   275.96   -76.26   -19.17   316.49
  1166   106.13   -20.24  -153.43  -190.96  -506.48    -3.09   386.15
